image,text
08147.png,when you are bback  home from cheating
07965.png,Whites Without blacks blacks without whites
07853.png,"9hhgets a ourming wbile gayged a ""irudle"" [outh because houosexuality is a bigger tragedy day"
08345.png,Uis sundayz don t forget t0 set your clock forward ome hour
08295.png,please consider donating water to children iIp [eed
08517.png,when the weekends fiqally here
08372.png,@aie lelllo mahe somneone Siile
08462.png,will mow let america turn into anothber natiom 0f islam
08439.png,Started playing hide and seek with dad [beem [ooking for Iim fr 25 pears
08376.png,dlebrs from @odkavs tormadloes O@pS mpevermdod thhars just a picture fror the smakke pitt at the Hmdlv 500
08317.png,a head diaper is required @hen you hhave shit for brains
08291.png,white people is this a shooting range
08541.png,when vour test comeS back and you got a 47 out of 46
08564.png,whhem pour disuwasher is broken TT SO JOu take EL Dback @ Walmart to geta mew one
08451.png,wem gou ask ajewsh giddl for [ber mumbber and she starts rollling [ber sleeve
08469.png,@rump supporters [be [Iie mexicans Stole MV teeth
08591.png,teacher od dbe pear ffor bblack community
08523.png,to er [ife too badlshesalready fkn' dead raied and murdered by am illegal immigrant cute getting = kid ready start
08569.png,weekend friendshi@ brunch dlatte
08423.png,{rue [Jove Is an emotion
08395.png,"my dadis dhe bbestat @idle and seek"" he's been gone fOr 115 pears"
08495.png,mein feelings have [beed hhurt
08567.png,"(o See hetter,aSialS SOletille Switchto fullscreen veiv"
08297.png,"almed? @""m ppregmamu"
08524.png,pelllow bbllack red and normal
08294.png,what are vou doing there? vou're a cat mota jew
08537.png,allah is watching you!
08593.png,18 vears [ater
08531.png,this @me'S called dirtv deeds done with sheen
08415.png,all people should]be pgotected by those inblue
08621.png,"thats fucked Up, but i like it"
08357.png,nazi soldiers used flame throwers to clear trenches
08476.png,classic anne frank @lhoto
08349.png,honor ktlllings are part of our culture well then; it will be MnV honorto kill vou all
08375.png,"rashida tlaib in traditional ""palestinian garh"" RESTAP"
08613.png,Om MV wavto run over w mem andminorities
08546.png,@mmotsayfingvou are a sluld Dbut vou are easier than poland
08516.png,smirked atam adullt media coverage: 30   davs slhol ud school  media coverage: 2 dlals
08276.png,pL's hard but FCs woct Bl
08367.png,vou may kiss the bride
08563.png,"the terribble actions Mjcs ICo this all began with of one man doing a terriblle @ob for mamkind ""etijc) Cue Blcdbt_ Kano"
08369.png,and just Iike that fox news and trump stopned caring about the Caravan
08534.png,ifvou dop t believe in god voufte going to suffer and hurn fof all eternity in hell child abuse it isu72 necessarily physical
08471.png,Iey [bave sex miidh goals wiie their asseS Wdththeirhands anddrink camel miss hubiutbeueeanodel
08617.png,history teacher: 6 million jews died during wwii me:
08452.png,don't know who gave my child a whistle but i will find vou and i will kill vou
08597.png,"OW, VOu re telling me VOu were $O ingrained with white trash dna; your facial hhair actually grows in on its Own all white trashy like that?"
08571.png,asiam divers test had an accident
08957.png,"{evddig) & gomII vu [Jerk @N t@ [her is the u[kutimate complimer with all tee free porn there she was clos@m 0S,"
08624.png,saw a little jewish bov plaving with anash tray while walking down the road today asked him if [e was ooking  for his grandparents did jew nazi that this israeli Tunv?
08719.png,Mhdominejedplesmellebllqa?
08657.png,Imhhshnhbballiih Sbllleebeallelelgi Mihmltidhi @BblIRIYRSA IHHab
09132.png,[based in aderica
08742.png,SO dhere iWaS_ setuing up economic miracles for the next president
08654.png,mever had one before what? a room d0 goursell a white bitch
09124.png,close Vour epes 50% voufI see bbodb @llthe jcs are similal
08653.png,smile @ Deing jow @m amone s day
08691.png,"Mhedies_metie ""Ijsun"" all the loys haue d0 watch as the childred @Lavwith their dlead frieddFs [ieless body"
08924.png,"When vow already started eating and someone Savs ""lets ppray"
08641.png,caitlyn jemmer is kylie [enners tramsexual biological (ather
08964.png,did you know if you hold a person underwater long enough they stop being an asshole
08627.png,alwavs [ove Joue Mother evem if she's [batshit crazy
09126.png,"when vour friend pplays rap mnuSic 0n1 the way t0 a kkk meeting dude, you're embarassing me in front of the wizards"
08671.png,scientist have found dhat caucasians Znu F0 shhare 99.99 dma with uS Auhrd eo Jocye
08743.png,"ifvou see me im pubblic looking a hot [neSS; [ust kowv; MV bills are paid; my children [bave food;, & i ain't Urying @o impress VOu"
08637.png,islam: how many more are we going tohave (0 murder: before the world realizes that we are the religion of peace?
08716.png,@of dlecades Ibruce fondled her (hbis just in caitlyn jenner claims 4 TEA
08962.png,vou know vOu're getting older when vou walk by 3 priests and don't even geta look
09152.png,"i don't have ex's. [ have v's: like; ""y the hell did i date v0u?12"""
09148.png,friends come amd go but brothers last forever
08741.png,WSSI molIct taljed & qumnoInI @MRA Colitv
08961.png,what was hitler'$ favorite race? nazi jews
08632.png,"""why do vou have to punch a hole in the wall when vOu get upset?"" white guyS: it defines [ho iam"
08917.png,"what are vou doing (here? vou're a cat, nOt a jew"
08695.png,Ibowvou guys Think dhey Look like [ut when pados wale pandit sees JOu
08934.png,Whhite hids bbe [Iike @m killing everybodly
08795.png,wher pouare whide amdworiing @ el feld
08793.png,thats black pveople for ya @at did vou expect
09138.png,musllins in 2001-defund] homeland securitl muslim in congress 2019
08652.png,[howv we see [usIis [ow musliims see US
08645.png,NAL RQARD 'IE somie pveople sav reliyion is allabor of love
08761.png,meqtal [ealldl Is important
08954.png,the pope at the [atiicam
08941.png,put the ape in rape
08674.png,[burning things that don't mnean anything t0 Vou
08649.png,[Jove [i Ue [oe dI comes [m mamy fonS
08732.png,what gus emvision [lesbiam [ook [ike [hat [esbians really [ook like
09128.png,"@mly in amerca eoudd tbese [eople consider Ubemseles @e 'master race"""
08937.png,Vou know like when the Lv doesnt work you give ita hard hit and then its all better
08693.png,this thread needs more bacon
09347.png,when vou step 0n a [andmine butvou do not weigh enough DANGER MINES
09156.png,sit dowm kids; wfll mow tellwou how met Jour mothher
09312.png,meed [hug @ i [love hugs
09376.png,might mot pbe good at sucking cock but can put beavers Outta work
09154.png,we ve heen atpeace Vith japan Since 1945 time t0 make peace with isis
09217.png,Overdose
09184.png,how to get a black guy t0 see his baby NiL
09352.png,dhev wiill soon be extiinct
09368.png,am i doing a good job?
09215.png,mez @anma Watelh porm OF golf? [her: porn: Vou already know how to yolg
09185.png,ahmed? i'm pregmanu
09387.png,nOW at home depot check Out the new kenyan fly strip
09286.png,[please semd uS pour thoughts and pravers
09265.png,"POVERTY IS take advantage of U.n and foreign aid-funded housing  and benedits ""death to the west' DEADLYI"
09238.png,@ur that frown upside dowm
09364.png,all races are equal
09374.png,The war 0n drugs is ridiculous that'$ just more mioney we could be using t0 bomh the fuck out of those muslims!
09248.png,"whhen your dishwasher is ETr ""Droken SO VOu take it back to walmart t0 get a new @ne"
09267.png,support the temple motherfuckers [Yu1 here t0 claim the rights of lbusband 'vou pever give pour wife away joim Uhbe {ucling goverimedl I [bate all freemasons and] christians
09251.png,"vou have adhd? well; know a place can send Vou where vou""II learn t0 concentrate"
09324.png,what would] do @she got pregnant
09268.png,fineest mever goeS [rrong]
09187.png,what's black and screams? stevie wonder answering the iron
09413.png,whem vou start fingering vourself  butjour sister CUmS instead
09283.png,allpeople in this world deserve [help h
09285.png,wlem Ube squad is abboud dgel [iL
09385.png,"@m mot gav, Dut for 20S Vou cam ramit inmah ashol"
09357.png,Iwhen vou fart mexd do the jewish kidl and realize VOU just gassed the jews
09162.png,please make (hem bite
09241.png,Ue dishwasher [as making a funmy sound but fixed it
09213.png,bovs 2p The   SPREAd 2f Hinds are the devil E7 4i5 $
09273.png,hard @0 argue [ixuh womam thhats bbralless when she's already made twO oustanding points
09284.png,the world'S most wanted @errorist obama Ibin Iying
09321.png,glad of growing Up) with @ose ARDS ise this mot this
09382.png,gouFve [beem [ungersuiuckL
09315.png,when you've finished  with your life of crime
09247.png,enough deaths SLp gum piiolence
09176.png,always be kiind {0 thiose less fortunate than voU
09384.png,@hem gouFie muslim but you have oil
09326.png,"IV parents lived better with a high school diploma than do with a 4 vear degree @f the 3 mnillion avatlahle jols totav, Iess than 20"" retuire a 4 year tlegree we are lending money we don't have t0 kids who can't pav it back to train them for jobs that no longer exist. that'S nuts Inike rowe"
09263.png,"eix bafe2, didm""t sigm Up for this shit"
09572.png,all mem are anilals baby; soue jusd make bbetter qeds Ubaq otbers
09642.png,"[pelosi slams trumpp after he gets merico @0 cave, savs ""threats & temper tantrums are mO Way t0 negotiate foreigm [policy why is she so mad that trumn got mexico t0 finally hhelpv uS stop illegal immigration?"
09563.png,safje sex isis style
09617.png,when vou turn 0n the Iight and realize you have been fisting the wrong hole
09547.png,if being a racist means [ don't want mV country (urned into a ppile of rocks and goatshit ruled bya barbaric cult  KEEP AMERICA Ghen im aracist
09648.png,damn michelle are you hungry?
09514.png,someone shoot this bitch
09718.png,can VOU tag our friend telI them i found their baby pic
09478.png,[amual Qans aulomaLic traus rehuil trans
09516.png,and thats whyi gas people #TACOBELLHOTEL
09486.png,don' get me started ahout our problems
09423.png,whel vouget [vaid when VOU check vour bank account after paying bills
09457.png,hate buffalos Uhey ruim my land
09527.png,[istem Up cupcahe [e are llosing] OUF CouMON9 (o goaj [humperst
09467.png,when mom asks where all the jews went
09618.png,puuligo Is a disease Ubat causes Ube [loss Of skin eolor
09561.png,when the chow mein was On pvoint
09634.png,come @m @uF shhame doun] Seor M IF YOU CuT Ith [Riskts _ We RiGhe CHOICE Gat CAN (u Sen ~ORS: we Will showyou how t0 niurder babies and] [arass tte eldlerdly Abcrtion ruoure NaiICC
09723.png,half honky all donkey
09462.png,[alllloween got vOU like
09624.png,Ihide people alreadlpaidreparalious
09432.png,vou've been lungersuruck
09738.png,Rowvou are wearilgg extensioms
09641.png,akkwylde zaktk calm
09426.png,they might not be liking vour pics; bbul i bbet theyFre reading vour comments and keeping track of who vou rresppond] @o
09682.png,Qals
09716.png,weeeeel im back home
09713.png,the hardest part of breaking up) with her is having to drop the bomh 0n her twice hefore she gets it
09531.png,IeShdIyulasiyleahalyishbl
09523.png,pe shhall snort cocaine and have our assholes tongued by the angels:
09468.png,prospective without white
09675.png,omfg its a dliiitty mexican
09482.png,marital status?? in a relationsheep.
09715.png,starteda business Uhat sellls [andlmines disguised as [rajer [auS_ pro[pheus are going Chrough tbe rood
09638.png,thanksgiving in chhima
09657.png,"and them trump said 1'm; like,a really smart person"
09518.png,alter sex sellies uSa croatia germany
09615.png,met gala celebration
09623.png,aUl mV gunS nOWself pdlertltv as ddrt Dbires So f had t0 install mufflers
09687.png,rare picture O@ child Dbiirth
09513.png,goats are friends notfood
09587.png,that chicken is SO black it owes child suport
09731.png,moseS Was the first to know of the 10 commandments
09465.png,0mg quick; someone call bbasmatt smells like a concentration camp
10274.png,(laughs in goat fucker)
09843.png,[augbs in throwing gavs from @all buildings!
09841.png,obyou drive a dodlges do vou blow trannys as good as vour truck
10287.png,foumd Dbigfoot married her
09756.png,daily activity log yot this
10256.png,and if anything happens; the womem are to blame that's right; iCs their fault; definitely
09785.png,searchhing (or bburded] @easure
10325.png,will build a Space force and make the martians pay for it believe mel biglyl
10234.png,@hem yotFve dlecided t0 start a [e @f crime
09863.png,dliverse @row[2 ofwomem
10328.png,[how dlikes [ook when thev'ie in [ine [Jaying for teir pads
09834.png,a musliim Uhreesome
09875.png,"see dickheads everwvbere @hey dom t evem Lnow thev""re dichheads"
09821.png,Ue pic alter saving didll diink thaw much ast mighbl @0 vour @iends
10246.png,whhem you askz Jour dladl who is a retired drill sangemd (0 [build vou aginger bread house
09852.png,all medshould he disarmed preferably both arms
10278.png,call of duty new zealand
09831.png,"when someone Says ""show me in the bible where it savs jeSuS COlmand gays should he out to death?"" [eviticus 20513"
10264.png,Whel JOU eat her aSS ald them she Say Ihat she don'tsuck tick_ @aymemt
10362.png,germam bbritish danish austian  diuersity: apparently we don have itand these yuys do: iraqi pakistani syrian eyvptian
